timestamp;mmsi;lon;lat;sog;cog;navStat;posAcc;raim;heading;timestampSeconds
2018-03-17T08:13:02.896Z;230661000;22.731735;64.39852;10.2;208.4;0;0;0;208;59
2018-03-17T08:13:05.277Z;230982010;21.14239;63.21174666666666;0.0;355.4;15;0;0;511;3
2018-03-17T08:13:02.063Z;230337000;25.428054999999997;65.00598333333333;0.0;0.0;0;0;0;511;58
2018-03-17T08:12:59.806Z;230013790;24.407198333333334;64.66668;0.0;285.4;0;0;0;190;56
2018-03-17T08:12:59.849Z;230006760;22.68815;63.71178333333333;0.0;207.4;0;0;0;346;57
2018-03-17T08:12:55.723Z;230091500;22.688699999999997;63.710515;0.0;269.7;5;0;0;332;54
2018-03-17T08:12:44.304Z;230024000;24.159685000000003;65.75031166666666;0.0;103.0;5;0;0;213;40
2018-03-17T08:12:58.936Z;236205000;22.515383333333332;64.22681166666668;0.1;42.1;0;0;0;13;54
2018-03-17T08:13:02.933Z;245241000;22.691106666666666;63.714198333333336;0.0;50.7;5;0;0;176;1
2018-03-17T08:13:05.309Z;230656000;22.739246666666666;64.40544833333334;9.4;208.8;0;0;0;205;4
2018-03-17T08:13:05.331Z;230068740;28.944556666666664;61.84411333333333;0.0;225.6;0;0;0;176;4
2018-03-17T08:13:05.995Z;212308000;22.524448333333332;64.23273833333333;9.3;20.0;0;0;0;19;3
2018-03-17T08:13:02.902Z;246371000;23.857478333333333;65.19871833333333;9.0;28.4;0;0;0;24;1
2018-03-17T08:13:05.249Z;265066000;21.371756666666666;63.67663666666667;0.0;164.9;2;0;0;309;1
2018-03-17T08:12:58.948Z;230938570;21.217488333333332;62.35870333333333;0.0;305.3;0;0;0;191;56
2018-03-17T08:13:02.923Z;230290000;24.256356666666665;65.45206666666667;10.0;221.6;0;0;0;222;0
2018-03-17T08:13:02.891Z;276776000;21.47301666666667;61.12627666666666;0.0;143.2;0;0;0;323;26
2018-03-17T08:13:05.329Z;230110910;21.215401666666665;62.34474;0.0;12.7;0;0;0;332;4
2018-03-17T08:13:02.898Z;245717000;21.53182333333333;63.741755;11.4;227.0;0;0;0;227;0
2018-03-17T08:12:59.861Z;230282000;21.478420000000003;61.595641666666666;0.0;316.7;0;0;0;282;58
2018-03-17T08:12:59.843Z;230350000;22.764208333333332;64.42459;8.1;211.8;0;0;0;209;58
2018-03-17T08:12:58.959Z;265182000;21.596835;64.65881166666667;10.2;84.2;0;0;0;83;55
2018-03-17T08:12:59.794Z;230358000;22.721408333333333;65.24428833333333;12.2;221.8;0;0;0;223;55
2018-03-17T08:13:02.053Z;244338000;20.053461666666667;63.06778666666666;12.0;215.2;0;0;0;214;0
2018-03-17T08:13:05.380Z;212880000;22.628420000000002;64.317115;0.0;33.4;0;0;0;26;3
2018-03-17T08:13:05.366Z;259372000;24.261866666666666;65.45488333333334;9.6;216.0;0;0;0;219;3
2018-03-17T08:13:02.072Z;230111210;24.406355;64.66675333333333;0.0;268.9;0;0;0;511;0
2018-03-17T08:12:59.799Z;276585000;21.472585;61.12603;0.0;330.2;0;0;0;244;56
2018-03-17T08:13:05.316Z;265537680;23.277115;65.79797833333333;0.0;14.2;0;0;0;307;3
2018-03-17T08:13:02.918Z;266435000;22.757338333333333;64.41901666666666;10.1;204.9;0;0;0;203;59
2018-03-17T08:12:58.928Z;245046000;19.542113333333337;62.672066666666666;11.1;188.1;0;0;0;188;55
2018-03-17T08:12:58.960Z;230283000;21.478661666666667;61.59665;0.0;33.5;0;0;0;19;56
2018-03-17T08:13:05.990Z;230981050;25.068724999999997;65.03733;0.0;221.1;0;0;0;303;2
2018-03-17T08:12:34.128Z;253377000;24.151025;65.75541666666666;0.0;220.0;5;0;0;345;30
2018-03-17T08:12:59.821Z;230065310;23.693201666666667;64.22110166666667;0.0;235.4;0;0;0;319;57
2018-03-17T08:12:59.833Z;230052840;28.385835;61.60661666666667;4.8;5.0;3;0;0;1;58
2018-03-17T08:13:05.323Z;230070870;24.514588333333332;65.664985;0.0;303.2;0;0;0;255;4
2018-03-17T08:12:59.832Z;230115340;21.464248333333334;61.594100000000005;0.0;184.2;15;0;0;260;58
2018-03-17T08:12:58.955Z;265067000;21.62282;65.15629833333334;0.0;100.1;2;0;0;252;55
2018-03-17T08:13:02.047Z;230202000;22.777246666666667;64.43647666666666;9.7;32.8;0;0;0;32;36
2018-03-17T08:13:02.917Z;244850612;22.750378333333334;64.41299666666666;10.0;210.8;0;0;0;211;1
2018-03-17T08:13:02.038Z;236029000;21.240099999999998;63.12208333333333;6.3;252.2;0;0;0;258;57
2018-03-17T08:12:59.817Z;306051000;19.223000000000003;62.501;11.4;4.9;0;0;0;6;57
2018-03-17T08:12:59.855Z;305733000;20.377485;63.29303;9.4;220.1;0;0;0;223;58
2018-03-17T08:13:02.940Z;305961000;19.680883333333334;62.82238333333333;9.6;61.8;0;0;0;63;59
2018-03-17T08:13:02.059Z;538090507;21.54712333333333;63.74836166666667;7.9;224.7;0;0;0;224;0
